Step,Loss,Epoch
25100,4.421446800231934,9
25200,4.421446800231934,10
25300,4.421446800231934,10
25400,4.421446800231934,10
25500,4.421452045440674,10
25600,4.421446800231934,10
25700,4.421446800231934,10
25800,4.421446800231934,10
25900,4.421446800231934,10
26000,4.421446800231934,10
26100,4.421446800231934,10
26200,4.421446800231934,10
26300,4.421446800231934,10
26400,4.421446800231934,10
26500,4.421446800231934,10
26600,4.421446800231934,10
26700,4.421446800231934,10
26800,4.421446800231934,10
26900,4.421446800231934,10
27000,4.421446800231934,10
27100,4.421446800231934,10
27200,4.421446800231934,10
27300,4.421446800231934,10
27400,4.42144775390625,10
27500,4.421446800231934,10
27600,4.421446800231934,10
27700,4.421446800231934,10
27800,4.421446800231934,10
27900,4.421446800231934,11
28000,4.421446800231934,11
28100,4.421446800231934,11
28200,4.421446800231934,11
28300,4.421446800231934,11
28400,4.421446800231934,11
28500,4.421446800231934,11
28600,4.421446800231934,11
28700,4.421446800231934,11
28800,4.421446800231934,11
28900,4.421447277069092,11
29000,4.421446800231934,11
29100,4.421446800231934,11
29200,4.421446800231934,11
29300,4.421446800231934,11
29400,4.421446800231934,11
29500,4.421446800231934,11
29600,4.4202561378479,11
29700,4.4202561378479,11
29800,4.4202561378479,11
29900,4.4202561378479,11
30000,4.4202561378479,11
30100,4.4202561378479,11
30200,4.4202561378479,11
30300,4.4202561378479,11
30400,4.4202561378479,11
30500,4.4202561378479,11
30600,4.4202561378479,11
30700,4.4202561378479,12
30800,4.420258045196533,12
30900,4.4202561378479,12
31000,4.4202561378479,12
31100,4.4202561378479,12
31200,4.4202561378479,12
31300,4.4202561378479,12
31400,4.4202561378479,12
31500,4.4202561378479,12
31600,4.4202561378479,12
31700,4.4202561378479,12
31800,4.4202561378479,12
31900,4.4202561378479,12
32000,4.4202561378479,12
32100,4.4202561378479,12
32200,4.4202561378479,12
32300,4.4202561378479,12
32400,4.4202561378479,12
32500,4.4202561378479,12
32600,4.4202561378479,12
32700,4.4202561378479,12
32800,4.4202561378479,12
32900,4.4202561378479,12
33000,4.4202561378479,12
33100,4.413821697235107,12
33200,4.413821697235107,12
33300,4.413821697235107,12
33400,4.413821697235107,12
33500,4.413821697235107,13
33600,4.413821697235107,13
33700,4.413821697235107,13
33800,4.413821697235107,13
33900,4.413821697235107,13
34000,4.413821697235107,13
34100,4.413822174072266,13
34200,4.413821697235107,13
34300,4.413821697235107,13
34400,4.413821697235107,13
34500,4.413840293884277,13
34600,4.413821697235107,13
34700,4.413821697235107,13
34800,4.413821697235107,13
34900,4.413821697235107,13
35000,4.413821697235107,13
35100,4.413821697235107,13
35200,4.413821697235107,13
35300,4.413821697235107,13
35400,4.413821697235107,13
35500,4.413821697235107,13
35600,4.413821697235107,13
35700,4.413822174072266,13
35800,4.413821697235107,13
35900,4.413821697235107,13
36000,4.413821697235107,13
36100,4.41382360458374,13
36200,4.413821697235107,13
36300,4.413821697235107,14
36400,4.413821697235107,14
36500,4.413821697235107,14
36600,4.413821697235107,14
36700,4.413821697235107,14
36800,4.413821697235107,14
36900,4.413821697235107,14
37000,4.413821697235107,14
37100,4.413821697235107,14
37200,4.413821697235107,14
37300,4.413821697235107,14
37400,4.413821697235107,14
37500,4.413821697235107,14
37600,4.413821697235107,14
37700,4.413822174072266,14
37800,4.413821697235107,14
37900,4.413821697235107,14
38000,4.413821697235107,14
38100,4.413821697235107,14
38200,4.413821697235107,14
38300,4.413821697235107,14
38400,4.413821697235107,14
38500,4.413821697235107,14
38600,4.413821697235107,14
38700,4.413821697235107,14
38800,4.413821697235107,14
38900,4.413821697235107,14
39000,4.413821697235107,14
39100,4.413821697235107,15
39200,4.41382360458374,15
39300,4.413821697235107,15
39400,4.413821697235107,15
39500,4.413821697235107,15
39600,4.413821697235107,15
39700,4.413821697235107,15
39800,4.413821697235107,15
39900,4.413821697235107,15
40000,4.413821697235107,15
40100,4.413821697235107,15
40200,4.413821697235107,15
40300,4.413821697235107,15
40400,4.413821697235107,15
40500,4.413821697235107,15
40600,4.413821697235107,15
40700,4.413821697235107,15
40800,4.413821697235107,15
40900,4.413821697235107,15
41000,4.413821697235107,15
41100,4.413821697235107,15
41200,4.413821697235107,15
41300,4.413821697235107,15
41400,4.413821697235107,15
41500,4.413821697235107,15
41600,4.413821697235107,15
41700,4.413821697235107,15
41800,4.413821697235107,15
41900,4.413821697235107,16
42000,4.413821697235107,16
42100,4.413821697235107,16
42200,4.413821697235107,16
42300,4.413821697235107,16
42400,4.413821697235107,16
42500,4.413821697235107,16
42600,4.413822174072266,16
42700,4.413821697235107,16
42800,4.413821697235107,16
42900,4.413821697235107,16
43000,4.413821697235107,16
43100,4.413821697235107,16
43200,4.413821697235107,16
43300,4.413821697235107,16
43400,4.413821697235107,16
43500,4.412621974945068,16
43600,4.412621974945068,16
43700,4.412621974945068,16
43800,4.412622451782227,16
43900,4.412621974945068,16
44000,4.412621974945068,16
44100,4.412621974945068,16
44200,4.412621974945068,16
44300,4.412621974945068,16
44400,4.412621974945068,16
44500,4.412621974945068,16
44600,4.412621974945068,16
44700,4.412621974945068,17
44800,4.412621974945068,17
44900,4.412621974945068,17
45000,4.412621974945068,17
45100,4.412621974945068,17
45200,4.412621974945068,17
45300,4.412621974945068,17
45400,4.412621974945068,17
45500,4.412621974945068,17
45600,4.412621974945068,17
45700,4.412621974945068,17
45800,4.412621974945068,17
45900,4.412621974945068,17
46000,4.412621974945068,17
46100,4.412621974945068,17
46200,4.412621974945068,17
46300,4.412621974945068,17
46400,4.412621974945068,17
46500,4.412621974945068,17
46600,4.412621974945068,17
46700,4.412621974945068,17
46800,4.412621974945068,17
46900,4.412621974945068,17
47000,4.412621974945068,17
47100,4.412621974945068,17
47200,4.412621974945068,17
47300,4.412621974945068,17
47400,4.412621974945068,17
47500,4.412624359130859,18
47600,4.412621974945068,18
47700,4.412621974945068,18
47800,4.412621974945068,18
47900,4.412621974945068,18
48000,4.412621974945068,18
48100,4.412621974945068,18
48200,4.412621974945068,18
48300,4.412621974945068,18
48400,4.412621974945068,18
48500,4.412621974945068,18
48600,4.412621974945068,18
48700,4.412621974945068,18
48800,4.412621974945068,18
48900,4.412622451782227,18
49000,4.412622451782227,18
49100,4.412621974945068,18
49200,4.412621974945068,18
49300,4.412621974945068,18
49400,4.412621974945068,18
49500,4.412621974945068,18
49600,4.412621974945068,18
49700,4.412621974945068,18
49800,4.412621974945068,18
49900,4.412621974945068,18
50000,4.412621974945068,18
50100,4.412621974945068,18
50200,4.412621974945068,18
50300,4.412621974945068,19
50400,4.412621974945068,19
50500,4.412621974945068,19
50600,4.412621974945068,19
50700,4.412621974945068,19
50800,4.412621974945068,19
50900,4.412621974945068,19
51000,4.412621974945068,19
51100,4.412621974945068,19
51200,4.412621974945068,19
51300,4.412621974945068,19
51400,4.412621974945068,19
51500,4.412621974945068,19
51600,4.412621974945068,19
51700,4.412621974945068,19
51800,4.412621974945068,19
51900,4.412621974945068,19
52000,4.412622451782227,19
52100,4.412621974945068,19
52200,4.412621974945068,19
52300,4.412621974945068,19
52400,4.412621974945068,19
52500,4.412621974945068,19
52600,4.412621974945068,19
52700,4.412621974945068,19
52800,4.412621974945068,19
52900,4.412621974945068,19
53000,4.412621974945068,19
53100,4.412621974945068,20
53200,4.412621974945068,20
53300,4.412621974945068,20
53400,4.412623882293701,20
53500,4.412621974945068,20
53600,4.412621974945068,20
53700,4.412621974945068,20
53800,4.412621974945068,20
53900,4.412621974945068,20
54000,4.412621974945068,20
54100,4.412621974945068,20
54200,4.412621974945068,20
54300,4.412621974945068,20
54400,4.412621974945068,20
54500,4.412621974945068,20
54600,4.412621974945068,20
54700,4.412621974945068,20
54800,4.412621974945068,20
54900,4.412621974945068,20
55000,4.412621974945068,20
55100,4.412621974945068,20
55200,4.412621974945068,20
55300,4.412622451782227,20
55400,4.412621974945068,20
55500,4.412621974945068,20
55600,4.412621974945068,20
55700,4.412621974945068,20
55800,4.412621974945068,21
55900,4.412621974945068,21
56000,4.412621974945068,21
56100,4.412621974945068,21
56200,4.412621974945068,21
56300,4.412621974945068,21
56400,4.412621974945068,21
56500,4.412621974945068,21
56600,4.412621974945068,21
56700,4.412621974945068,21
56800,4.412621974945068,21
56900,4.412621974945068,21
57000,4.412621974945068,21
57100,4.412621974945068,21
57200,4.412621974945068,21
57300,4.412621974945068,21
57400,4.412621974945068,21
57500,4.412621974945068,21
57600,4.412621974945068,21
57700,4.412621974945068,21
57800,4.412621974945068,21
57900,4.412621974945068,21
58000,4.412621974945068,21
58100,4.412621974945068,21
58200,4.412621974945068,21
58300,4.412621974945068,21
58400,4.412621974945068,21
58500,4.412621974945068,21
58600,4.412621974945068,22
58700,4.412622928619385,22
58800,4.412621974945068,22
58900,4.412621974945068,22
59000,4.412621974945068,22
59100,4.412621974945068,22
59200,4.412621974945068,22
59300,4.412621974945068,22
59400,4.412621974945068,22
59500,4.412621974945068,22
59600,4.412621974945068,22
59700,4.412621974945068,22
59800,4.412621974945068,22
59900,4.412621974945068,22
60000,4.412621974945068,22
60100,4.412621974945068,22
60200,4.412621974945068,22
60300,4.412621974945068,22
60400,4.412621974945068,22
60500,4.412621974945068,22
60600,4.412621974945068,22
60700,4.412621974945068,22
60800,4.412621974945068,22
60900,4.412621974945068,22
61000,4.412621974945068,22
61100,4.412621974945068,22
61200,4.412621974945068,22
61300,4.412621974945068,22
61400,4.412621974945068,23
61500,4.412621974945068,23
61600,4.412621974945068,23
61700,4.412621974945068,23
61800,4.412621974945068,23
61900,4.412621974945068,23
62000,4.412621974945068,23
62100,4.412621974945068,23
62200,4.412621974945068,23
62300,4.41262149810791,23
62400,4.412622928619385,23
62500,4.412621974945068,23
62600,4.412621974945068,23
62700,4.412621974945068,23
62800,4.412621974945068,23
62900,4.412621974945068,23
63000,4.412621974945068,23
63100,4.412621974945068,23
63200,4.412621974945068,23
63300,4.412621974945068,23
63400,4.412621974945068,23
63500,4.412621974945068,23
63600,4.412621974945068,23
63700,4.412621974945068,23
63800,4.412621974945068,23
63900,4.412621974945068,23
64000,4.412622451782227,23
64100,4.412621974945068,23
64200,4.412621974945068,24
64300,4.412621974945068,24
64400,4.412621974945068,24
64500,4.412621974945068,24
64600,4.412621974945068,24
64700,4.412621974945068,24
64800,4.412621974945068,24
64900,4.412621974945068,24
65000,4.412621974945068,24
65100,4.412621974945068,24
65200,4.412621974945068,24
65300,4.412621974945068,24
65400,4.412621974945068,24
65500,4.412621974945068,24
65600,4.412621974945068,24
65700,4.412621974945068,24
65800,4.412621974945068,24
65900,4.412621974945068,24
66000,4.412621974945068,24
66100,4.412621974945068,24
66200,4.412621974945068,24
66300,4.412621974945068,24
66400,4.412621974945068,24
66500,4.412621974945068,24
66600,4.412621974945068,24
66700,4.412621974945068,24
66800,4.412621974945068,24
66900,4.412621974945068,24
67000,4.412621974945068,25
67100,4.412622451782227,25
67200,4.412621974945068,25
67300,4.412621974945068,25
67400,4.412621974945068,25
67500,4.412621974945068,25
67600,4.412621974945068,25
67700,4.412621974945068,25
67800,4.412621974945068,25
67900,4.412621974945068,25
68000,4.412621974945068,25
68100,4.412621974945068,25
68200,4.412621974945068,25
68300,4.412621974945068,25
68400,4.412621974945068,25
68500,4.412621974945068,25
68600,4.412621974945068,25
68700,4.412621974945068,25
68800,4.412621974945068,25
68900,4.412621974945068,25
69000,4.412621974945068,25
69100,4.412621974945068,25
69200,4.412621974945068,25
69300,4.412621974945068,25
69400,4.412621974945068,25
69500,4.412621974945068,25
69600,4.412621974945068,25
69700,4.412621974945068,25
69800,4.412621974945068,26
69900,4.412621974945068,26
70000,4.412621974945068,26
70100,4.412621974945068,26
70200,4.412621974945068,26
70300,4.412621974945068,26
70400,4.412621974945068,26
70500,4.412621974945068,26
70600,4.412621974945068,26
70700,4.412621974945068,26
70800,4.412621974945068,26
70900,4.412621974945068,26
71000,4.412621974945068,26
71100,4.412621974945068,26
71200,4.412621974945068,26
71300,4.412621974945068,26
71400,4.412621974945068,26
71500,4.412621974945068,26
71600,4.412621974945068,26
71700,4.412621974945068,26
71800,4.412621974945068,26
71900,4.412621974945068,26
72000,4.412621974945068,26
72100,4.412621974945068,26
72200,4.412621974945068,26
72300,4.412621974945068,26
72400,4.412621974945068,26
72500,4.412621974945068,26
72600,4.412621974945068,27
72700,4.412621974945068,27
72800,4.412621974945068,27
72900,4.412621974945068,27
73000,4.412621974945068,27
73100,4.412621974945068,27
73200,4.412621974945068,27
73300,4.412621974945068,27
73400,4.412621974945068,27
73500,4.412621974945068,27
73600,4.412621974945068,27
73700,4.412621974945068,27
73800,4.412621974945068,27
73900,4.412621974945068,27
74000,4.412621974945068,27
74100,4.412621974945068,27
74200,4.412621974945068,27
74300,4.412621974945068,27
74400,4.412621974945068,27
74500,4.412621974945068,27
74600,4.412621974945068,27
74700,4.412621974945068,27
74800,4.412621974945068,27
74900,4.412621974945068,27
75000,4.412621974945068,27
75100,4.412621974945068,27
75200,4.412621974945068,27
75300,4.412621974945068,27
75400,4.412623405456543,28
75500,4.412621974945068,28
75600,4.41262149810791,28
75700,4.412621974945068,28
75800,4.412621974945068,28
75900,4.412621974945068,28
76000,4.412621974945068,28
76100,4.412621974945068,28
76200,4.412621974945068,28
76300,4.412621974945068,28
76400,4.412621974945068,28
76500,4.412621974945068,28
76600,4.412621974945068,28
76700,4.412621974945068,28
76800,4.412621974945068,28
76900,4.412621974945068,28
77000,4.412621974945068,28
77100,4.412621974945068,28
77200,4.412621974945068,28
77300,4.412621974945068,28
77400,4.412621974945068,28
77500,4.412621974945068,28
77600,4.412621974945068,28
77700,4.412621974945068,28
77800,4.412621974945068,28
77900,4.412621974945068,28
78000,4.412621974945068,28
78100,4.412621974945068,28
78200,4.412621974945068,29
78300,4.412621974945068,29
78400,4.412621974945068,29
78500,4.412621974945068,29
78600,4.412621974945068,29
78700,4.412621974945068,29
78800,4.412621974945068,29
78900,4.412621974945068,29
79000,4.412621974945068,29
79100,4.412621974945068,29
79200,4.412621974945068,29
79300,4.412621974945068,29
79400,4.412621974945068,29
79500,4.412621974945068,29
79600,4.412621974945068,29
79700,4.412621974945068,29
79800,4.412621974945068,29
79900,4.412621974945068,29
80000,4.412621974945068,29
80100,4.412621974945068,29
80200,4.412621974945068,29
80300,4.412621974945068,29
80400,4.412621974945068,29
80500,4.412621974945068,29
80600,4.412621974945068,29
80700,4.412621974945068,29
80800,4.412621974945068,29
80900,4.412621974945068,29
81000,4.412621974945068,30
81100,4.412621974945068,30
81200,4.412621974945068,30
81300,4.412623405456543,30
81400,4.412621974945068,30
81500,4.412621974945068,30
81600,4.412621974945068,30
81700,4.412621974945068,30
81800,4.412621974945068,30
81900,4.412621974945068,30
82000,4.412621974945068,30
82100,4.412621974945068,30
82200,4.412621974945068,30
82300,4.412621974945068,30
82400,4.412621974945068,30
82500,4.412621974945068,30
82600,4.412621974945068,30
82700,4.412621974945068,30
82800,4.412621974945068,30
82900,4.412621974945068,30
83000,4.412621974945068,30
83100,4.412621974945068,30
83200,4.412621974945068,30
83300,4.412621974945068,30
83400,4.412621974945068,30
83500,4.412621974945068,30
83600,4.412621974945068,30
83700,4.412621974945068,31
83800,4.412621974945068,31
83900,4.412621974945068,31
84000,4.412621974945068,31
84100,4.412621974945068,31
84200,4.412621974945068,31
84300,4.412621974945068,31
84400,4.412621974945068,31
84500,4.412621974945068,31
84600,4.412621974945068,31
84700,4.412621974945068,31
84800,4.412619113922119,31
84900,4.412621974945068,31
85000,4.41262149810791,31
85100,4.412621974945068,31
85200,4.412621974945068,31
85300,4.412621974945068,31
85400,4.412621974945068,31
85500,4.412621974945068,31
85600,4.412621974945068,31
85700,4.412621974945068,31
85800,4.412621974945068,31
85900,4.412621974945068,31
86000,4.412621974945068,31
86100,4.412621974945068,31
86200,4.412621974945068,31
86300,4.412621974945068,31
86400,4.412621974945068,31
86500,4.412621974945068,32
86600,4.412622451782227,32
86700,4.412621974945068,32
86800,4.4114203453063965,32
86900,4.4114203453063965,32
87000,4.4114203453063965,32
87100,4.4114203453063965,32
87200,4.4114203453063965,32
87300,4.4114203453063965,32
87400,4.4114203453063965,32
87500,4.4114203453063965,32
87600,4.4114203453063965,32
87700,4.4114203453063965,32
87800,4.4114203453063965,32
87900,4.4114203453063965,32
88000,4.4114203453063965,32
88100,4.4114203453063965,32
88200,4.4114203453063965,32
88300,4.4114203453063965,32
88400,4.4114203453063965,32
88500,4.4114203453063965,32
88600,4.4114203453063965,32
88700,4.4114203453063965,32
88800,4.4114203453063965,32
88900,4.4114203453063965,32
89000,4.4114203453063965,32
89100,4.4114203453063965,32
89200,4.4114203453063965,32
89300,4.4114203453063965,33
89400,4.4114203453063965,33
89500,4.4114203453063965,33
89600,4.4114203453063965,33
89700,4.4114203453063965,33
89800,4.4114203453063965,33
89900,4.4114203453063965,33
90000,4.4114203453063965,33
90100,4.4114203453063965,33
90200,4.4114203453063965,33
90300,4.4114203453063965,33
90400,4.4114203453063965,33
90500,4.4114203453063965,33
90600,4.4114203453063965,33
90700,4.4114203453063965,33
90800,4.4114203453063965,33
90900,4.4114203453063965,33
91000,4.4114203453063965,33
91100,4.4114203453063965,33
91200,4.4114203453063965,33
91300,4.4114203453063965,33
91400,4.4114203453063965,33
91500,4.4114203453063965,33
91600,4.4114203453063965,33
91700,4.4114203453063965,33
91800,4.4114203453063965,33
91900,4.4114203453063965,33
92000,4.4114203453063965,33
92100,4.4114203453063965,34
92200,4.4114203453063965,34
92300,4.4114203453063965,34
92400,4.4114203453063965,34
92500,4.4114203453063965,34
92600,4.4114203453063965,34
92700,4.4114203453063965,34
92800,4.4114203453063965,34
92900,4.4114203453063965,34
93000,4.4114203453063965,34
93100,4.4114203453063965,34
93200,4.4114203453063965,34
93300,4.4114203453063965,34
93400,4.4114203453063965,34
93500,4.4114203453063965,34
93600,4.4114203453063965,34
93700,4.4114203453063965,34
93800,4.4114203453063965,34
93900,4.4114203453063965,34
94000,4.4114203453063965,34
94100,4.4114203453063965,34
94200,4.4114203453063965,34
94300,4.4114203453063965,34
94400,4.4114203453063965,34
94500,4.4114203453063965,34
94600,4.4114203453063965,34
94700,4.4114203453063965,34
94800,4.4114203453063965,34
94900,4.4114203453063965,35
95000,4.411420822143555,35
95100,4.4114203453063965,35
95200,4.4114203453063965,35
95300,4.4114203453063965,35
95400,4.4114203453063965,35
95500,4.4114203453063965,35
95600,4.4114203453063965,35
95700,4.4114203453063965,35
95800,4.4114203453063965,35
95900,4.4114203453063965,35
96000,4.4114203453063965,35
96100,4.4114203453063965,35
96200,4.4114203453063965,35
96300,4.4114203453063965,35
96400,4.4114203453063965,35
96500,4.4114203453063965,35
96600,4.4114203453063965,35
96700,4.4114203453063965,35
96800,4.4114203453063965,35
96900,4.4114203453063965,35
97000,4.4114203453063965,35
97100,4.4114203453063965,35
97200,4.4114203453063965,35
97300,4.4114203453063965,35
97400,4.4114203453063965,35
97500,4.4114203453063965,35
97600,4.4114203453063965,35
97700,4.4114203453063965,36
97800,4.4114203453063965,36
97900,4.4114203453063965,36
98000,4.4114203453063965,36
98100,4.4114203453063965,36
98200,4.4114203453063965,36
98300,4.4114203453063965,36
98400,4.4114203453063965,36
98500,4.4114203453063965,36
98600,4.4114203453063965,36
98700,4.4114203453063965,36
98800,4.4114203453063965,36
98900,4.4114203453063965,36
99000,4.4114203453063965,36
99100,4.4114203453063965,36
99200,4.4114203453063965,36
99300,4.4114203453063965,36
99400,4.4114203453063965,36
99500,4.4114203453063965,36
99600,4.411420822143555,36
99700,4.4114203453063965,36
99800,4.4114203453063965,36
99900,4.4114203453063965,36
100000,4.4114203453063965,36
100100,4.4114203453063965,36
100200,4.4114203453063965,36
100300,4.4114203453063965,36
100400,4.4114203453063965,36
100500,4.4114203453063965,37
100600,4.4114203453063965,37
100700,4.4114203453063965,37
100800,4.4114203453063965,37
100900,4.4114203453063965,37
101000,4.4114203453063965,37
101100,4.4114203453063965,37
101200,4.4114203453063965,37
101300,4.4114203453063965,37
101400,4.4114203453063965,37
101500,4.4114203453063965,37
101600,4.4114203453063965,37
101700,4.4114203453063965,37
101800,4.4114203453063965,37
101900,4.4114203453063965,37
102000,4.4114203453063965,37
102100,4.4114203453063965,37
102200,4.4114203453063965,37
102300,4.4114203453063965,37
102400,4.4114203453063965,37
102500,4.4114203453063965,37
102600,4.4114203453063965,37
102700,4.4114203453063965,37
102800,4.4114203453063965,37
102900,4.4114203453063965,37
103000,4.4114203453063965,37
103100,4.4114203453063965,37
103200,4.4114203453063965,37
103300,4.411421775817871,38
103400,4.4114203453063965,38
103500,4.4114203453063965,38
103600,4.4114203453063965,38
103700,4.4114203453063965,38
103800,4.4114203453063965,38
103900,4.4114203453063965,38
104000,4.4114203453063965,38
104100,4.4114203453063965,38
104200,4.4114203453063965,38
104300,4.4114203453063965,38
104400,4.4114203453063965,38
104500,4.4114203453063965,38
104600,4.4114203453063965,38
104700,4.411420822143555,38
104800,4.4114203453063965,38
104900,4.4114203453063965,38
105000,4.4114203453063965,38
105100,4.4114203453063965,38
105200,4.4114203453063965,38
105300,4.4114203453063965,38
105400,4.4114203453063965,38
105500,4.4114203453063965,38
105600,4.4114203453063965,38
105700,4.4114203453063965,38
105800,4.4114203453063965,38
105900,4.4114203453063965,38
106000,4.4114203453063965,38
